ID,Handle,Command,Display Name,Status,Updated At,Definition: Handle,Definition: Name,Top Row,Row #,Field,Value
83112591542,hockey-skates,MERGE,Hockey & Skates,Active,2025-03-17 12:07:25 -0400,product_feature_groups,Product Feature Groups,,43,product_feature_4,product_features.skate-fit-hockey
83112591542,hockey-skates,MERGE,Hockey & Skates,Active,2025-03-17 12:07:25 -0400,product_feature_groups,Product Feature Groups,,44,product_features_list,
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,true,45,name,Winter Sports
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,,46,main_image,pdp-insole-winter-support.webp
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,,47,eyebrow,Performance Tech
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,,48,headline,Engineered For Winter Sports
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,,49,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,,50,product_feature_1,product_features.fourth-lightweight-aluminum-frame
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,,51,product_feature_2,product_features.arch-support-winter
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,,52,product_feature_3,product_features.moisture-wick-winter
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,,53,product_feature_4,product_features.third-lightweight-aluminum-frame
83112624310,winter-sports,MERGE,Winter Sports,Active,2024-11-25 14:15:25 -0500,product_feature_groups,Product Feature Groups,,54,product_features_list,
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,true,55,name,Work
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,,56,main_image,t2-plp-tech-work.webp
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,,57,eyebrow,Performance Tech
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,,58,headline,Engineered for Work Footwear
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,,59,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles deliver biomechanically shaped support that fights fatigue and can help relieve pain in your knees and back, not just your feet""}]}]}"
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,,60,product_feature_1,product_features.premium-cushioning-work
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,,61,product_feature_2,product_features.arch-support-work
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,,62,product_feature_3,product_features.moisture-wick
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,,63,product_feature_4,product_features.third-lightweight-aluminum-frame
83112657078,work,MERGE,Work,Active,2024-09-27 14:02:54 -0400,product_feature_groups,Product Feature Groups,,64,product_features_list,
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,true,65,name,All Purpose
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,,66,main_image,t2-plp-tech-all-purpose-fitness.webp
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,,67,eyebrow,Performance Tech
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,,68,headline,Engineered For Any Activity
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,,69,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,,70,product_feature_1,product_features.premium-cushioning-all-purpose
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,,71,product_feature_2,product_features.arch-support-all-purpose
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,,72,product_feature_3,product_features.moisture-wick
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,,73,product_feature_4,product_features.third-lightweight-aluminum-frame
83112722614,all-purpose,MERGE,All Purpose,Active,2024-09-27 14:02:55 -0400,product_feature_groups,Product Feature Groups,,74,product_features_list,
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,true,75,name,Pain Relief
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,,76,main_image,t2-plp-tech-pain-relief.webp
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,,77,eyebrow,Performance Tech
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,,78,headline,Engineered FOR PAIN RELIEF
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,,79,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort.""}]}]}"
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,,80,product_feature_1,product_features.premium-cushioning-pain-relief
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,,81,product_feature_2,product_features.heel-cup-pain-relief
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,,82,product_feature_3,product_features.moisture-wick
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,,83,product_feature_4,product_features.arch-support-pain-relief
83112689846,pain-relief,MERGE,Pain Relief,Active,2025-01-20 16:48:43 -0500,product_feature_groups,Product Feature Groups,,84,product_features_list,
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,true,85,name,Walking
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,86,main_image,t2-plp-tech-walking.webp
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,87,eyebrow,Performance Tech
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,88,headline,Superfeet For Walking
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,89,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,90,product_feature_1,product_features.fourth-lightweight-aluminum-frame
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,91,product_feature_2,product_features.arch-support-walk
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,92,product_feature_3,product_features.moisture-wick
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,93,product_feature_4,product_features.third-lightweight-aluminum-frame
83112788150,walking,MERGE,Walking,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,94,product_features_list,
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,true,95,name,Racquet Sports
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,96,main_image,t2-plp-tech-raqcuet.webp
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,97,eyebrow,Performance Tech
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,98,headline,Superfeet For Racquet Sports
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,99,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,100,product_feature_1,product_features.fourth-lightweight-aluminum-frame
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,101,product_feature_2,product_features.arch-support-racquet
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,102,product_feature_3,product_features.moisture-wick
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,103,product_feature_4,product_features.heel-cup-racquet
83112820918,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,104,product_features_list,
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,true,105,name,Fitness & Training
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,106,main_image,t2-plp-tech-all-purpose-fitness.webp
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,107,eyebrow,Performance Tech
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,108,headline,Superfeet For Training
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,109,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,110,product_feature_1,product_features.fourth-lightweight-aluminum-frame
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,111,product_feature_2,product_features.arch-support-court
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,112,product_feature_3,product_features.moisture-wick
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,113,product_feature_4,product_features.heel-cup-racquet
83112886454,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,114,product_features_list,
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,true,115,name,Court Sports
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,,116,main_image,t2-plp-tech-court-golf.webp
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,,117,eyebrow,Performance Tech
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,,118,headline,Step Up Your Game
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,,119,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Experience the science-backed arch support of Superfeet insoles for basketball, handball, and volleyball. Clinically proven to decrease fatigue and reduce injury, so you can dominate the court.""}]}]}"
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,,120,product_feature_1,product_features.disperse-impact-from-landing
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,,121,product_feature_2,product_features.gain-side-to-side-stability
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,,122,product_feature_3,product_features.quicker-starts-faster-stops
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,,123,product_feature_4,product_features.increase-forward-propulsion
83112755382,court-sports,MERGE,Court Sports,Active,2024-11-22 15:34:24 -0500,product_feature_groups,Product Feature Groups,,124,product_features_list,
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,true,125,name,Cleat Sports
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,126,main_image,t2-plp-tech-cleats.webp
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,127,eyebrow,Performance Tech
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,128,headline,Superfeet For Cleats
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,129,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,130,product_feature_1,product_features.premium-cushioning-cleat
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,131,product_feature_2,product_features.arch-support-racquet
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,132,product_feature_3,product_features.moisture-wick
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,133,product_feature_4,product_features.heel-cup-cleat
83112853686,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:56 -0400,product_feature_groups,Product Feature Groups,,134,product_features_list,
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,true,135,name,Golf
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,136,main_image,t2-plp-tech-court-golf.webp
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,137,eyebrow,Performance Tech
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,138,headline,Superfeet For Golf
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,139,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,140,product_feature_1,product_features.fourth-lightweight-aluminum-frame
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,141,product_feature_2,product_features.arch-support-golf
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,142,product_feature_3,product_features.moisture-wick
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,143,product_feature_4,product_features.heel-cup-racquet
83112919222,golf,MERGE,Golf,Active,2024-09-27 14:02:57 -0400,product_feature_groups,Product Feature Groups,,144,product_features_list,
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,true,145,name,AP High Impact Support
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,,146,main_image,pdp-insole-ap-support-high-impact.webp
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,,147,eyebrow,Performance Tech
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,,148,headline,Engineered For High Impact Strides
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,,149,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,,150,product_feature_1,product_features.forefoot-cushioning
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,,151,product_feature_2,product_features.reinforced-design
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,,152,product_feature_3,product_features.moisture-wick
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,,153,product_feature_4,product_features.heel-cup-sculpted
83112951990,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:58 -0400,product_feature_groups,Product Feature Groups,,154,product_features_list,
83113017526,ap-support-high-arch,MERGE,AP Support High Arch,Active,2024-11-01 14:22:01 -0400,product_feature_groups,Product Feature Groups,true,155,name,AP Support High Arch
83113017526,ap-support-high-arch,MERGE,AP Support High Arch,Active,2024-11-01 14:22:01 -0400,product_feature_groups,Product Feature Groups,,156,main_image,pdp-insole-ap-support-high-arch.webp
83113017526,ap-support-high-arch,MERGE,AP Support High Arch,Active,2024-11-01 14:22:01 -0400,product_feature_groups,Product Feature Groups,,157,eyebrow,Performance Tech
