"ID","Handle","Command","Title","Is Default","Top Row","Row #","Menu Item: ID","Menu Item: Title","Menu Item: Command","Menu Item: Resource Type","Menu Item: Resource ID","Menu Item: Resource Handle","Menu Item: Collection Tags","Menu Item: URL","Menu Item: Parent ID","Menu Item: Parent Title","Menu Item: Position"
"204463112375","footer-about","MERGE","Footer - About","","","20","477129081015","Sustainability","MERGE","PAGE","686441595247","sustainability","","/pages/sustainability","","","3"
"204463112375","footer-about","MERGE","Footer - About","","","21","477129113783","Giving Back","MERGE","PAGE","686441496943","our-giving","","/pages/our-giving","","","4"
"204463112375","footer-about","MERGE","Footer - About","","","22","754280628591","HSA FSA ","MERGE","PAGE","694492103023","hsa-fsa-eligible-insoles","","/pages/hsa-fsa-eligible-insoles","","","5"
"204463112375","footer-about","MERGE","Footer - About","","","23","477129146551","Find a Retailer","MERGE","PAGE","97035354295","store-locator","","/pages/store-locator","","","6"
"204463112375","footer-about","MERGE","Footer - About","","","24","477129179319","Careers","MERGE","PAGE","686430421359","careers","","/pages/careers","","","7"
"204798853303","utility-menu-mobile","MERGE","Utility Menu - Mobile","","true","25","477975019703","Account","MERGE","HTTP","","","","/account","","","1"
"204798853303","utility-menu-mobile","MERGE","Utility Menu - Mobile","","","26","477975052471","Help","MERGE","PAGE","97918714039","faqs","","/pages/faqs","","","2"
"204798853303","utility-menu-mobile","MERGE","Utility Menu - Mobile","","","27","477975085239","Find a Retailer","MERGE","PAGE","688146940271","store-locator-1","","/pages/store-locator-1","","","3"
"204798853303","utility-menu-mobile","MERGE","Utility Menu - Mobile","","","28","477975118007","Healthcare Professionals","MERGE","PAGE","97633108151","healthcare-professionals","","/pages/healthcare-professionals","","","4"
"204798853303","utility-menu-mobile","MERGE","Utility Menu - Mobile","","","29","477975150775","Workplace Programs","MERGE","PAGE","98022359223","workplace-programs","","/pages/workplace-programs","","","5"
"204798951607","rx-utility-menu-mobile","MERGE","RX Utility Menu - Mobile","","true","30","477975314615","Account","MERGE","CATALOG","","","","/collections/all","","","1"
"204798951607","rx-utility-menu-mobile","MERGE","RX Utility Menu - Mobile","","","31","477975347383","Shop Superfeet","MERGE","FRONTPAGE","","","","/","","","2"
"204798951607","rx-utility-menu-mobile","MERGE","RX Utility Menu - Mobile","","","32","477975380151","Workplace Programs","MERGE","CATALOG","","","","/collections/all","","","3"
"204798984375","rx-main-menu-mobile","MERGE","RX Main Menu - Mobile","","true","33","","","","","","","","","","",""
"210628903095","customer-account-main-menu","MERGE","Customer account main menu","true","true","34","636468134255","Orders","MERGE","CUSTOMER_ACCOUNT_PAGE","65082360175","orders","","https://shopify.com/63853461687/account/orders","","","1"
"210628903095","customer-account-main-menu","MERGE","Customer account main menu","true","","35","762732020079","Profile","MERGE","CUSTOMER_ACCOUNT_PAGE","65082392943","profile","","https://shopify.com/63853461687/account/profile","","","2"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","true","36","477129638071","Privacy Policy","MERGE","PAGE","686430093679","privacy-policy","","/pages/privacy-policy","","","1"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","","37","477129670839","CCPA Privacy Policy","MERGE","PAGE","686430126447","ccpa-privacy-policy","","/pages/ccpa-privacy-policy","","","2"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","","38","477129703607","Cookie Policy","MERGE","PAGE","686430159215","cookie-policy","","/pages/cookie-policy","","","3"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","","39","477129736375","Accessibility Policy","MERGE","PAGE","686430323055","accessibility-policy","","/pages/accessibility-policy","","","4"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","","40","477129769143","Terms of Use","MERGE","PAGE","686430191983","terms-of-use","","/pages/terms-of-use","","","5"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","","41","477129801911","Disclaimer of Warranty","MERGE","PAGE","686430224751","disclaimer-of-warranty","","/pages/disclaimer-of-warranty","","","6"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","","42","477129834679","US Shipping Policy","MERGE","PAGE","686430257519","u-s-shipping-policy","","/pages/u-s-shipping-policy","","","7"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","","43","636444115311","Contest Rules","MERGE","PAGE","686430290287","contest-rules","","/pages/contest-rules","","","8"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","","44","721078223215","Manufacturing Code of Conduct","MERGE","PAGE","689485578607","manufacturing-code-of-conduct","","/pages/manufacturing-code-of-conduct","","","9"
"204463341751","footer-copyright","MERGE","Footer - Copyright","","","45","770029060463","Promotion Details","MERGE","PAGE","687111897455","promotions","","/pages/promotions","","","10"
"201336684727","main-menu","MERGE","Main menu","true","true","46","770293367151","Sale","MERGE","COLLECTION","645324308847","20-off-sitewide","","/collections/20-off-sitewide","","","1"
"201336684727","main-menu","MERGE","Main menu","true","","47","469200896183","Shop","MERGE","COLLECTION","636855583087","all-insoles","","/collections/all-insoles","","","2"
"201336684727","main-menu","MERGE","Main menu","true","","48","477556539575","BLANK","MERGE","FRONTPAGE","","","","/","469200896183","Shop","1"
"201336684727","main-menu","MERGE","Main menu","true","","49","477556572343","Shop All","MERGE","COLLECTION","636855583087","all-insoles","","/collections/all-insoles","477556539575","BLANK","1"
"201336684727","main-menu","MERGE","Main menu","true","","50","477556605111","Best Sellers","MERGE","COLLECTION","299346428087","best-sellers","","/collections/best-sellers","477556539575","BLANK","2"
"201336684727","main-menu","MERGE","Main menu","true","","51","477556637879","Insole Finder","MERGE","PAGE","691262751087","insole-finder","","/pages/insole-finder","477556539575","BLANK","3"
"201336684727","main-menu","MERGE","Main menu","true","","52","477556670647","ME3D: Personalized Insoles","MERGE","PAGE","98157002935","personalized-fit","","/pages/personalized-fit","477556539575","BLANK","4"
"201336684727","main-menu","MERGE","Main menu","true","","53","747088871791","Gift Cards","MERGE","PRODUCT","14695862370671","gift-card","","/products/gift-card","477556539575","BLANK","5"
"201336684727","main-menu","MERGE","Main menu","true","","54","477554901175","By Activity","MERGE","COLLECTIONS","","","","/collections","469200896183","Shop","2"
"201336684727","main-menu","MERGE","Main menu","true","","55","477554933943","Running","MERGE","COLLECTION","299015864503","running","","/collections/running","477554901175","By Activity","1"
"201336684727","main-menu","MERGE","Main menu","true","","56","480043892919","Hiking","MERGE","COLLECTION","299179442359","hiking","","/collections/hiking","477554901175","By Activity","2"
"201336684727","main-menu","MERGE","Main menu","true","","57","480043925687","Walking","MERGE","COLLECTION","299179606199","walking","","/collections/walking","477554901175","By Activity","3"
"201336684727","main-menu","MERGE","Main menu","true","","58","480043958455","Golf","MERGE","COLLECTION","299200774327","golfing","","/collections/golfing","477554901175","By Activity","4"
"201336684727","main-menu","MERGE","Main menu","true","","59","480044089527","Ski & Snowboard","MERGE","COLLECTION","299199660215","snow-sports","","/collections/snow-sports","477554901175","By Activity","5"
"201336684727","main-menu","MERGE","Main menu","true","","60","480044122295","Hockey & Skates","MERGE","COLLECTION","299199692983","hockey-skates","","/collections/hockey-skates","477554901175","By Activity","6"
"201336684727","main-menu","MERGE","Main menu","true","","61","480044155063","Fitness & Training","MERGE","COLLECTION","299200970935","fitness-training","","/collections/fitness-training","477554901175","By Activity","7"
"201336684727","main-menu","MERGE","Main menu","true","","62","480043991223","Racquet Sports::Tennis, Racquetball, Pickleball","MERGE","COLLECTION","299200839863","racquet-sports","","/collections/racquet-sports","477554901175","By Activity","8"
"201336684727","main-menu","MERGE","Main menu","true","","63","480044023991","Court Sports::Basketball, Volleyball","MERGE","COLLECTION","299200905399","court-sports","","/collections/court-sports","477554901175","By Activity","9"
"201336684727","main-menu","MERGE","Main menu","true","","64","480044056759","Cleated Sports::Soccer, Baseball/Softball, Football, Lacrosse, Rugby, Field Hockey","MERGE","COLLECTION","299200741559","cleat-sports","","/collections/cleat-sports","477554901175","By Activity","10"
"201336684727","main-menu","MERGE","Main menu","true","","65","477556932791","Everyday","MERGE","CATALOG","","","","/collections/all","469200896183","Shop","3"
"201336684727","main-menu","MERGE","Main menu","true","","66","477556965559","All Purpose","MERGE","COLLECTION","299200610487","all-purpose","","/collections/all-purpose","477556932791","Everyday","1"
"201336684727","main-menu","MERGE","Main menu","true","","67","477556998327","Casual & Dress","MERGE","COLLECTION","299200479415","dress","","/collections/dress","477556932791","Everyday","2"
"201336684727","main-menu","MERGE","Main menu","true","","68","480043729079","Work","MERGE","COLLECTION","299199856823","work","","/collections/work","477556932791","Everyday","3"
"201336684727","main-menu","MERGE","Main menu","true","","69","480043663543","Pain Relief::Plantar Fasciitis, High Arches,  Flat Feet, Metatarsalgia","MERGE","COLLECTION","299199791287","pain-relief","","/collections/pain-relief","477556932791","Everyday","4"
"201336684727","main-menu","MERGE","Main menu","true","","70","477916725431","Insole Finder","MERGE","PAGE","691262751087","insole-finder","","/pages/insole-finder","","","3"
"201336684727","main-menu","MERGE","Main menu","true","","71","477563125943","Personalized","MERGE","PAGE","98157002935","personalized-fit","","/pages/personalized-fit","","","4"
"201336684727","main-menu","MERGE","Main menu","true","","72","476835709111","Learn","MERGE","PAGE","98068365495","why-superfeet","","/pages/why-superfeet","","","5"
"201336684727","main-menu","MERGE","Main menu","true","","73","477563322551","BLANK","MERGE","FRONTPAGE","","","","/","476835709111","Learn","1"
"201336684727","main-menu","MERGE","Main menu","true","","74","477915611319","Why Superfeet","MERGE","PAGE","98068365495","why-superfeet","","/pages/why-superfeet","477563322551","BLANK","1"
"201336684727","main-menu","MERGE","Main menu","true","","75","636511486319","The Science of Superfeet","MERGE","PAGE","686453653871","the-science-of-superfeet","","/pages/the-science-of-superfeet","477563322551","BLANK","2"
"201336684727","main-menu","MERGE","Main menu","true","","76","477915676855","Sustainability","MERGE","PAGE","686441595247","sustainability","","/pages/sustainability","477563322551","BLANK","3"
"201336684727","main-menu","MERGE","Main menu","true","","77","477915644087","Giving Back","MERGE","PAGE","686441496943","our-giving","","/pages/our-giving","477563322551","BLANK","4"
"201336684727","main-menu","MERGE","Main menu","true","","78","728560664943","Upcoming Product Releases","MERGE","PAGE","691377865071","new-product-releases","","/pages/new-product-releases","477563322551","BLANK","5"
"201336684727","main-menu","MERGE","Main menu","true","","79","636397486447","Blog","MERGE","BLOG","112675160431","all","","/blogs/all","476835709111","Learn","2"
"201336684727","main-menu","MERGE","Main menu","true","","80","636397519215","All Blog Posts","MERGE","BLOG","112675160431","all","","/blogs/all","636397486447","Blog","1"
"201336684727","main-menu","MERGE","Main menu","true","","81","636397551983","Company News","MERGE","HTTP","","","","/blogs/company-news?view=articles&afilter.type=company-news","636397486447","Blog","2"
"201336684727","main-menu","MERGE","Main menu","true","","82","636397584751","Foot Health & Podiatry","MERGE","HTTP","","","","/blogs/foot-health-podiatry?view=articles&afilter.type=foot-health-podiatry","636397486447","Blog","3"
"201336684727","main-menu","MERGE","Main menu","true","","83","636397617519","Health & Wellness","MERGE","HTTP","","","","/blogs/health-wellness?view=articles&afilter.type=health-wellness","636397486447","Blog","4"
"201336684727","main-menu","MERGE","Main menu","true","","84","636397650287","Hiking & Outdoor","MERGE","HTTP","","","","/blogs/hiking-outdoor?view=articles&afilter.type=hiking-outdoor","636397486447","Blog","5"
"201336684727","main-menu","MERGE","Main menu","true","","85","636397683055","Running","MERGE","HTTP","","","","/blogs/running?view=articles&afilter.type=running","636397486447","Blog","6"
"201336684727","main-menu","MERGE","Main menu","true","","86","636397748591","Technology","MERGE","HTTP","","","","/blogs/technology?view=articles&afilter.type=technology","636397486447","Blog","7"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","true","87","477974102199","Shop All","MERGE","COLLECTION","636855583087","all-insoles","","/collections/all-insoles","","","1"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","88","770293334383","Sale","MERGE","COLLECTION","645324308847","20-off-sitewide","","/collections/20-off-sitewide","","","2"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","89","477974134967","Best Sellers","MERGE","COLLECTION","299346428087","best-sellers","","/collections/best-sellers","","","3"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","90","477974167735","By Activity","MERGE","CATALOG","","","","/collections/all","","","4"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","91","477974200503","Running","MERGE","COLLECTION","299015864503","running","","/collections/running","477974167735","By Activity","1"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","92","477974233271","Hiking","MERGE","COLLECTION","299179442359","hiking","","/collections/hiking","477974167735","By Activity","2"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","93","477974331575","Walking","MERGE","COLLECTION","299179606199","walking","","/collections/walking","477974167735","By Activity","3"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","94","477974397111","Golf","MERGE","COLLECTION","299200774327","golfing","","/collections/golfing","477974167735","By Activity","4"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","95","477974298807","Ski & Snowboard","MERGE","COLLECTION","299199660215","snow-sports","","/collections/snow-sports","477974167735","By Activity","5"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","96","477974266039","Hockey & Skates","MERGE","COLLECTION","299199692983","hockey-skates","","/collections/hockey-skates","477974167735","By Activity","6"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","97","478958878903","Fitness & Training","MERGE","COLLECTION","299200970935","fitness-training","","/collections/fitness-training","477974167735","By Activity","7"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","98","477974364343","Racquet Sports::Tennis, Racquetball, Pickleball","MERGE","COLLECTION","299200839863","racquet-sports","","/collections/racquet-sports","477974167735","By Activity","8"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","99","478958846135","Court Sports::Basketball, Volleyball","MERGE","COLLECTION","299200905399","court-sports","","/collections/court-sports","477974167735","By Activity","9"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","100","477974429879","Cleated Sports::Soccer, Baseball/Softball, Football, Lacrosse, Rugby, Field Hockey","MERGE","COLLECTION","299200741559","cleat-sports","","/collections/cleat-sports","477974167735","By Activity","10"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","101","477974462647","Every Day","MERGE","CATALOG","","","","/collections/all","","","5"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","102","477974495415","All Purpose","MERGE","COLLECTION","299200610487","all-purpose","","/collections/all-purpose","477974462647","Every Day","1"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","103","477974528183","Casual & Dress","MERGE","COLLECTION","299200479415","dress","","/collections/dress","477974462647","Every Day","2"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","104","477974560951","Work","MERGE","COLLECTION","299199856823","work","","/collections/work","477974462647","Every Day","3"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","105","477974626487","Pain Relief::Plantar Fasciitis, High Arches,  Flat Feet, Metatarsalgia","MERGE","COLLECTION","299199791287","pain-relief","","/collections/pain-relief","477974462647","Every Day","4"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","106","477974659255","Insole Finder","MERGE","PAGE","691262751087","insole-finder","","/pages/insole-finder","","","6"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","107","747089101167","Gift Cards","MERGE","PRODUCT","14695862370671","gift-card","","/products/gift-card","","","7"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","108","477974692023","Personalized","MERGE","PAGE","98157002935","personalized-fit","","/pages/personalized-fit","","","8"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","109","477974724791","Learn","MERGE","CATALOG","","","","/collections/all","","","9"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","110","477974757559","Why Superfeet","MERGE","PAGE","98068365495","why-superfeet","","/pages/why-superfeet","477974724791","Learn","1"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","111","636511519087","The Science of Superfeet","MERGE","PAGE","686453653871","the-science-of-superfeet","","/pages/the-science-of-superfeet","477974724791","Learn","2"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","112","477974823095","Sustainability","MERGE","PAGE","686441595247","sustainability","","/pages/sustainability","477974724791","Learn","3"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","113","477974790327","Giving Back","MERGE","PAGE","686441496943","our-giving","","/pages/our-giving","477974724791","Learn","4"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","114","728560861551","Upcoming Product Releases","MERGE","PAGE","691377865071","new-product-releases","","/pages/new-product-releases","477974724791","Learn","5"
"204798656695","main-menu-mobile","MERGE","Main Menu - Mobile","","","115","477974855863","Blog","MERGE","BLOG","112675160431","all","","/blogs/all","477974724791","Learn","6"
